video_code,points
C000116,"[839.7454760030382, 420.22410904282464, 1013.186758383228, 442.5641562106806, 1221.3162972394562, 473.3780143732407, 1191.2531416268898, 577.3747856718807, 946.122795862888, 528.0726126117846, 736.4515567188361, 494.1773686329687]"
C000117,"[1192.734898934654, 576.744166630495, 1208.1581013086795, 522.8452287143499, 1225.2337896513507, 471.14624744784334, 1075.959223817032, 446.9467243018189, 939.3537170756625, 427.69710361748145, 835.24710105099, 417.24730953169814, 792.4584175781349, 450.7811795188937, 732.7949768154571, 492.92771743828536, 910.9735516101208, 522.9166001886217, 1067.5462719330062, 554.9000628803013]"
C000294,"[970.6548210710345, 429.55395398645095, 1281.6326889950767, 534.0367752189271, 1433.7705683458473, 395.3961085835261, 1178.4202069685628, 338.4663662453179]"
C000295,"[451.4660519921797, 645.550347744531, 994.3627755578798, 888.979834483519, 1165.5603219095635, 570.0563929963639, 755.3031387604834, 474.53342984562187]"
C000299,"[612.8479410767976, 451.2043924266946, 665.9723048095523, 428.9499386460557, 694.2481758285992, 414.3989496356381, 850.1228304297834, 432.08279844659495, 992.7887753945464, 455.45192160439535, 1109.5644505121686, 474.7105835299482, 1212.5694092244107, 496.17023538984995, 1295.1937076566905, 510.47666996311784, 1263.7964742524243, 593.0137925012014, 1102.954506637586, 555.5969636172703, 837.3751721627848, 496.8787643466525, 684.2448057349594, 468.816142683704]"
C000300,"[1068.2161447007652, 439.22623807524377, 1036.7616118791216, 545.8566972310061, 816.5798821276147, 508.2586740604771, 572.9614416462558, 471.89337296111324, 680.8936621126807, 392.38279937097815]"
C000301,"[1068.2161447007652, 439.22623807524377, 1036.7616118791216, 545.8566972310061, 816.5798821276147, 508.2586740604771, 572.9614416462558, 471.89337296111324, 680.8936621126807, 392.38279937097815]"
C000302,"[576.3939912217868, 472.99273689157764, 675.1024864155504, 392.8767032812779, 1066.8518267158, 437.55679894856036, 1034.463101730346, 543.8646127776119]"
C000303,"[766.0993804223014, 448.34164962687, 874.0617970404803, 377.4697737408356, 1248.8456147293016, 451.42303553495844, 1216.4568897438478, 557.73084936401]"
C000304,"[766.0993804223014, 448.34164962687, 874.0617970404803, 377.4697737408356, 1248.8456147293016, 451.42303553495844, 1216.4568897438478, 557.73084936401]"
C000305,"[713.6604923506144, 419.0684835000297, 897.1966006015186, 334.3303710275972, 1430.8394027428035, 429.8533341783393, 1336.7578682612475, 627.0620322960003]"
C000306,"[712.9367787034379, 422.521780969201, 1005.8238622363966, 522.6522702498138, 1324.9166321907248, 622.7827595304265, 1401.9921804888718, 476.43819827414643, 1418.9488011144642, 431.7645953643345, 995.0332854746558, 353.20067300569985, 901.0011165509165, 340.87692047885525]"
C000307,"[1320.5788301209348, 618.9639762456293, 1372.6546059499506, 518.7669073633208, 1417.728241246163, 428.0195955824024, 1226.3159431270237, 392.43562812361256, 1012.5362960587777, 358.38353456404036, 899.7092773675648, 338.621479961379, 715.9143456806175, 421.1560127214568, 898.7752755207634, 481.1789670622479, 1116.208427821091, 547.3376839073825, 1322.530282501465, 618.4354616691268, 1315.4157357883487, 620.8053875945182]"
C000308,"[1254.1801060506637, 508.02817960983566, 1192.5207012036553, 646.6688462452368, 800.9834804251522, 528.0540536793936, 415.52967106077, 425.26556554753984, 643.4492568345331, 359.2462004830631, 918.1363496344679, 415.60106851956834]"
C000310,"[772.7872330104574, 450.13956470664584, 729.330092799824, 467.6881455690668, 626.5093185401612, 507.917448698486, 491.98547221710254, 560.1299485047537, 616.227241114195, 607.2067925923719, 788.4520379991301, 675.6822021743623, 946.110558530613, 733.8863003190539, 1114.9079962735593, 798.9379394219447, 1177.4573006148541, 816.0567918174421, 1243.8732616918135, 715.1330339061747, 1270.4352950422265, 670.624017677881, 1294.4268090361477, 571.3346737839952, 1153.9050842146087, 536.241026373225, 916.9598403962889, 479.6137627441112]"
C000311,"[773.2367482439984, 446.41010554965743, 484.9790305842343, 560.4035425609871, 751.6559565475454, 665.1542684632904, 1183.271790476604, 825.3612610197537, 1311.2150555341464, 572.7271573730228]"
C000312,"[1291.7508570328837, 571.4196477960687, 1230.0914521858756, 682.806166289468, 1136.4165871298435, 803.672388484433, 874.3641165300579, 707.6903885060784, 507.9649608045659, 558.3850552064157, 785.4322826161036, 458.84816633997383, 936.0235213770663, 483.7323885565843]"
C000313,"[735.4578104432736, 450.00125302942166, 443.0441430513647, 569.7779842920348, 773.8407169178182, 688.1998041421377, 1129.6885221705197, 808.7383464299252, 1228.3769801606022, 651.1840313136045, 1246.4066022934062, 560.0682828125997, 982.9311540312094, 500.40891114957867]"
C000317,"[1003.8009175297052, 386.68128654156754, 1116.1479088886983, 366.13264232654086, 1248.3611365245863, 338.04949523267106, 1379.8893215302369, 364.7627327122058, 1275.0777991038592, 390.10606057740534, 1137.3842304260688, 420.9290268999454]"
C000647,"[958.2149627850234, 400.7100371380521, 1095.4071385696172, 466.9494667527437, 1260.3460465353644, 545.5125111794711, 1348.2106984423513, 590.1856148731002, 1187.8962458401297, 802.7679703807154, 1164.7739690225014, 830.4961037077954, 1016.7913973896815, 722.6644741024836, 831.8131828486564, 600.9687778336315, 679.2061558523105, 500.83940748584183]"
C000648,"[1079.4206876074336, 552.2393159194168, 990.9528458704215, 596.443586440849, 1185.430431691432, 656.1168298728473, 1350.7118919063296, 704.8978051704886, 1384.9671168213342, 628.7310191794348]"
C000649,"[882.007566929226, 494.45289229962026, 1131.066771720608, 577.4494218673397, 1334.8524118102996, 470.2342502558815, 1116.5812499512301, 420.41280986750195]"
C000650,"[1063.34579005857, 292.5450271357875, 1140.4200461173302, 334.0905467672713, 1271.6798397689163, 314.0179923385768, 1391.2617158358416, 301.4142953717222, 1304.378009005966, 268.7380439761731, 1181.5263160153359, 280.40813376029774]"
C000651,"[1063.34579005857, 292.5450271357875, 1140.4200461173302, 334.0905467672713, 1271.6798397689163, 314.0179923385768, 1391.2617158358416, 301.4142953717222, 1304.378009005966, 268.7380439761731, 1181.5263160153359, 280.40813376029774]"
C000652,"[1063.34579005857, 292.5450271357875, 1140.4200461173302, 334.0905467672713, 1271.6798397689163, 314.0179923385768, 1391.2617158358416, 301.4142953717222, 1304.378009005966, 268.7380439761731, 1181.5263160153359, 280.40813376029774]"
C000653,"[1071.053192589186, 377.4219990344279, 1296.2319472499591, 357.7011292226619, 1406.0451481530213, 390.98009703001713, 1148.7861325542747, 421.7939561109017]"
C000654,"[1083.1352357823887, 379.22012505719056, 1155.110180194508, 420.30527049836996, 1412.6763942041523, 383.8393109872743, 1328.364153529395, 353.02834483843867]"
C000655,"[1083.4507594933345, 375.8867537195001, 1195.8777873250474, 364.53960889504856, 1316.0164163437728, 352.7872088982951, 1375.273983359766, 371.83420199648174, 1406.5262618545019, 387.2338985439518, 1295.7227290095286, 401.0125744022144, 1156.9139076432987, 417.2227812942881]"
C000656,"[1099.8181065844622, 532.9609873521673, 870.9668539792195, 450.01357996346576, 1053.5735529492058, 388.3955059032874, 1253.966618701983, 446.4586910753785]"
C000657,"[1074.1920610827328, 392.3308199931075, 998.2318307662105, 413.3848078651689, 873.1287844077054, 449.26056233131567, 938.499282320671, 471.151752296586, 1060.117631715481, 516.2367297880312, 1108.3728181174877, 534.3202950013443, 1176.7343321869969, 497.48340290015085, 1276.5957596022604, 445.24199228391274, 1188.5705750461007, 419.01249313338496, 1135.8514659297414, 405.72605348445063]"
C000658,"[1074.1920610827328, 392.3308199931075, 998.2318307662105, 413.3848078651689, 873.1287844077054, 449.26056233131567, 938.499282320671, 471.151752296586, 1060.117631715481, 516.2367297880312, 1108.3728181174877, 534.3202950013443, 1176.7343321869969, 497.48340290015085, 1276.5957596022604, 445.24199228391274, 1188.5705750461007, 419.01249313338496, 1135.8514659297414, 405.72605348445063]"
C000659,"[1074.1920610827328, 392.3308199931075, 998.2318307662105, 413.3848078651689, 873.1287844077054, 449.26056233131567, 938.499282320671, 471.151752296586, 1060.117631715481, 516.2367297880312, 1108.3728181174877, 534.3202950013443, 1176.7343321869969, 497.48340290015085, 1276.5957596022604, 445.24199228391274, 1188.5705750461007, 419.01249313338496, 1135.8514659297414, 405.72605348445063]"
C000660,"[1141.0504727710563, 376.85000339707864, 1221.6820021863748, 423.06355894221235, 1369.9017253762988, 510.7508181816968, 1476.619926073044, 479.9417811516076, 1559.6229710594014, 456.242521897693, 1636.6972271181617, 433.72822560647404, 1474.2484105020053, 360.2605219193384, 1391.245365515648, 331.82141081464067]"
C000661,"[1143.7771459747896, 374.6526822191922, 1252.7127857166763, 353.49473499496634, 1391.7214642786896, 327.80644706443167, 1500.1627578434818, 373.39091488536076, 1636.4443526764107, 429.9455863459771, 1505.0812152148826, 471.896483837361, 1378.7614981835359, 512.0731930984408, 1265.928138478452, 444.16623563364305]"
C000662,"[1143.7771459747896, 374.6526822191922, 1252.7127857166763, 353.49473499496634, 1391.7214642786896, 327.80644706443167, 1500.1627578434818, 373.39091488536076, 1636.4443526764107, 429.9455863459771, 1505.0812152148826, 471.896483837361, 1378.7614981835359, 512.0731930984408, 1265.928138478452, 444.16623563364305]"
C000663,"[1379.249735613493, 513.3170319178612, 1147.275164734559, 373.36310177935457, 1400.0335844494666, 331.8456679583622, 1636.7012824849107, 428.9428922171347, 1542.8387393547061, 462.4246936856769]"
C000666,"[961.6215591382992, 488.4818356260112, 905.7427234956978, 511.588613398578, 1058.0702621786297, 538.9006913235684, 1206.2241099360251, 576.5561810270107, 1228.490006130778, 532.0542386502152, 1058.9266428015048, 503.81262137263343]"
C000667,"[1245.6827135850353, 539.4383174381039, 1225.5654930971757, 581.6399070488806, 1200.0836804792204, 574.941242031297, 1090.7801158285176, 551.4959144697544, 964.0416267550031, 524.70125439942, 907.0428353727348, 513.3135238695279, 963.3710527387411, 486.5188637991935, 1094.8035599260895, 509.9641913607361, 1188.6839222027668, 528.0505869082118]"
C000670,"[1158.821614863071, 468.64268254259406, 867.3784184437862, 366.9919332840998, 1080.1782126546927, 282.2829755686879, 1322.2765292569557, 343.88949027080565]"
C000671,"[595.0974976499926, 634.5525532316018, 869.007546104972, 463.91788660341575, 1307.7379267471472, 571.7495162087278, 1138.8923480734481, 898.6271410890728]"
C000675,"[1207.9355524154073, 1044.27658900456, 1534.7303981045518, 730.0244112976508, 1439.1583205916886, 686.891759455526, 1047.6210998131855, 485.09256690844217, 933.5512008462202, 432.7172039572906, 600.5904146723749, 500.49708542348674, 603.6733849147254, 511.28024838401785, 851.852489423934, 743.8884779611909]"
C000676,"[608.297840278251, 498.7854685008089, 919.6778347556433, 432.5460388861173, 1144.7346624472239, 532.675409233907, 1491.5688147116457, 711.367824008424, 1178.6473351130783, 1024.0795498638286, 805.6079357886777, 705.2060166024062]"
C000682,"[868.8088257568613, 330.53389682810206, 679.2061558523105, 402.9351338488116, 950.5075371791476, 481.4981782755388, 1269.5949572624156, 581.6275486233286, 1351.2936686847017, 419.8801042153605]"
C000685,"[1346.6692133211761, 420.22242407408163, 1170.9399095072024, 381.71112778647023, 859.55991502981, 326.25486113230977, 682.289126094661, 392.4942907470014, 1280.3853531106422, 588.1316758880674]"
C000686,"[1064.683632723499, 322.19156656149175, 1148.311663373771, 360.5377023065925, 1347.0996050834335, 344.78839655414043, 1463.6579433022457, 330.2164298536971, 1410.8488415627392, 305.0727559610003, 1262.1006231110262, 311.9202802011969]"
C000687,"[1063.0359510249377, 320.0930537262919, 1149.3591178107492, 357.0638981623989, 1510.0666361657486, 330.8762166868231, 1443.7827759552144, 303.1480833597429, 1286.5512935953432, 312.3907944687697]"
C000689,"[621.0099414365253, 300.55996155305985, 826.6526397568663, 357.02551556045, 1089.8752936069027, 440.18387691678817, 1286.264070502828, 501.7826631066683, 1145.3988221533948, 744.0712221201968, 780.8929808603898, 568.0736832191369, 572.1656420652438, 459.24916095034865, 448.270074847439, 402.19795876636204, 386.5772653513366, 370.371919234924]"
C000690,"[1098.4901088119675, 503.4068240553223, 1192.5207012036553, 561.9439944124916, 1429.9094098646376, 523.4326981248802, 1317.380996018847, 483.38094998576435]"
C000691,"[1141.8593190502056, 259.7936883666041, 1225.3564297805294, 282.25861120104406, 1273.848982550833, 274.8772794125852, 1340.9678138686702, 266.8540926859995, 1403.9117896499913, 258.18905102128696, 1342.2523848029828, 242.14267756811552]"
C000692,"[1696.1449529132149, 467.40856131432383, 1668.3545938290908, 503.1861888760561, 1643.5839960768678, 493.84865582124274, 1530.1315615945098, 448.85166651892325, 1436.0718186808874, 414.47962485532804, 1358.4469667468043, 385.1967207860434, 1293.9914089322883, 364.05694635933514, 1184.6268830073798, 328.5743207510438, 1126.5962466505857, 308.37424582085845, 1040.4833667289429, 284.94287381143585, 986.5021584198533, 267.2891003796791, 1051.7294517933365, 264.07932339208696, 1132.0586308247198, 284.6218961126766, 1216.8862438818603, 309.65815661589534, 1305.695208470578, 335.1770899267199, 1461.0839723888855, 385.2496109331572, 1594.7271600938695, 432.0377008125376]"
C000693,"[1682.2426876200718, 507.83619761757797, 1708.7998277993718, 471.0434180038134, 1233.3413503957768, 315.3158391734601, 1056.8648704946224, 266.5440150342836, 1013.1740914899679, 272.53353729698944, 1212.780983805351, 337.56263614922483, 1447.5118357127114, 416.28207160193085]"
C000694,"[1096.0447552376445, 389.61964924045134, 1168.8418634134857, 435.2242720220569, 1356.3869556631107, 443.8521736293877, 1489.0257544580757, 446.31728837433934, 1510.618117052605, 443.8521736293877, 1450.7764264334812, 409.9568458863025]"
C000695,"[944.3415966944466, 580.4294166305451, 841.0620935757076, 612.7789055121387, 671.4987302464345, 658.9924610572725, 620.6297212476527, 672.8565277208126, 705.3698009589904, 747.6726154384587, 825.6472423639555, 846.9275869408162, 996.7520908144037, 987.1087054277218, 1127.7783261142965, 1077.9953646664846, 1409.8701032893598, 1071.833557260467, 1527.0229724986757, 916.2479202585166, 1587.140892224509, 819.1994536137361, 1302.4383712275214, 713.7826747053607, 1159.5940833319519, 658.3264080512001]"
C000696,"[568.5428532386209, 682.9638818784488, 774.7164881958048, 873.5947985021253, 1005.9392563720864, 1073.8535391977048, 1111.916358452882, 1073.8535391977048, 849.8638878530961, 869.7436688733642, 614.7874068738769, 667.5593633634041]"
C000696,"[625.2541766111783, 672.8565277208126, 939.7171413309209, 933.1928906250656, 1115.4464451448948, 1071.833557260467, 1417.577528895236, 1067.2122017059535, 1580.9749517398081, 813.037646207718, 1258.8045614141893, 692.8824017903705, 956.6734776638482, 586.591224036563]"
C000697,"[619.0882361264775, 669.7756240178036, 944.3415966944466, 575.8080610760317, 1619.5120797691882, 831.5230684257717, 1466.9050527728425, 1070.2931054089624, 1115.4464451448948, 1073.3740091119712]"
